,precision,recall,f1-score,support
"
",0.0,0.0,0.0,0.0
"

",0.0,0.0,0.0,0.0
https://youtube.com/c/jacquelinemcgee,0.0,0.0,0.0,0.0
https://youtube.com/c/james40,0.0,0.0,0.0,0.0
https://youtube.com/c/james59,0.0,0.0,0.0,0.0
https://youtube.com/c/jamescummings,0.0,0.0,0.0,0.0
https://youtube.com/c/jamessutton,0.0,0.0,0.0,0.0
https://youtube.com/c/jaredperez,0.0,0.0,0.0,0.0
https://youtube.com/c/jason09,0.0,0.0,0.0,0.0
https://youtube.com/c/jefferyhenderson,0.0,0.0,0.0,0.0
https://youtube.com/c/jeffreycruz,0.0,0.0,0.0,0.0
https://youtube.com/c/jeffreywebb,0.0,0.0,0.0,0.0
https://youtube.com/c/jellison,0.0,0.0,0.0,0.0
https://youtube.com/c/jenniferbyrd,0.0,0.0,0.0,0.0
https://youtube.com/c/jesusblack,0.0,0.0,0.0,0.0
https://youtube.com/c/jgilbert,0.0,0.0,0.0,0.0
https://youtube.com/c/jjones,0.0,0.0,0.0,0.0
https://youtube.com/c/john68,0.0,0.0,0.0,0.0
https://youtube.com/c/johnny72,0.0,0.0,0.0,0.0
https://youtube.com/c/johnsonleah,0.0,0.0,0.0,0.0
https://youtube.com/c/johnstonjulie,0.0,0.0,0.0,0.0
https://youtube.com/c/jonesjesus,0.0,0.0,0.0,0.0
https://youtube.com/c/joshua91,0.0,0.0,0.0,0.0
https://youtube.com/c/joshuahester,0.0,0.0,0.0,0.0
https://youtube.com/c/joshuawilliams,0.0,0.0,0.0,0.0
https://youtube.com/c/juliethompson,0.0,0.0,0.0,0.0
https://youtube.com/c/justin44,0.0,0.0,0.0,0.0
https://youtube.com/c/katielong,0.0,0.0,0.0,0.0
https://youtube.com/c/kdavis,0.0,0.0,0.0,0.0
https://youtube.com/c/kelly58,0.0,0.0,0.0,0.0
https://youtube.com/c/kellydeleon,0.0,0.0,0.0,0.0
https://youtube.com/c/kendramurphy,0.0,0.0,0.0,0.0
https://youtube.com/c/kenneth77,0.0,0.0,0.0,0.0
https://youtube.com/c/kevindavis,0.0,0.0,0.0,0.0
https://youtube.com/c/kimberly78,0.0,0.0,0.0,0.0
https://youtube.com/c/kimberly99,0.0,0.0,0.0,0.0
https://youtube.com/c/kingjennifer,0.0,0.0,0.0,0.0
https://youtube.com/c/kirwin,0.0,0.0,0.0,0.0
https://youtube.com/c/kristin47,0.0,0.0,0.0,0.0
https://youtube.com/c/krussell,0.0,0.0,0.0,0.0
https://youtube.com/c/landryyvonne,0.0,0.0,0.0,0.0
https://youtube.com/c/laratimothy,0.0,0.0,0.0,0.0
https://youtube.com/c/laurabecker,0.0,0.0,0.0,0.0
https://youtube.com/c/laurawhite,0.0,0.0,0.0,0.0
https://youtube.com/c/laurentanner,0.0,0.0,0.0,0.0
https://youtube.com/c/leecharles,0.0,0.0,0.0,0.0
https://youtube.com/c/leslie70,0.0,0.0,0.0,0.0
https://youtube.com/c/lhurley,0.0,0.0,0.0,0.0
https://youtube.com/c/lindsay58,0.0,0.0,0.0,0.0
https://youtube.com/c/lisa08,0.0,0.0,0.0,0.0
https://youtube.com/c/littlepeter,0.0,0.0,0.0,0.0
https://youtube.com/c/marcuswilson,0.0,0.0,0.0,0.0
https://youtube.com/c/mariabryant,0.0,0.0,0.0,0.0
https://youtube.com/c/marioharper,0.0,0.0,0.0,0.0
https://youtube.com/c/marisa68,0.0,0.0,0.0,0.0
https://youtube.com/c/mark38,0.0,0.0,0.0,0.0
https://youtube.com/c/marksdaniel,0.0,0.0,0.0,0.0
https://youtube.com/c/martinezjoseph,0.0,0.0,0.0,0.0
https://youtube.com/c/martinezphilip,0.0,0.0,0.0,0.0
https://youtube.com/c/maryjones,0.0,0.0,0.0,0.0
https://youtube.com/c/marylane,0.0,0.0,0.0,0.0
https://youtube.com/c/matthewmeyer,0.0,0.0,0.0,0.0
https://youtube.com/c/mayerrebecca,0.0,0.0,0.0,0.0
https://youtube.com/c/mcarrillo,0.0,0.0,0.0,0.0
https://youtube.com/c/mccluremargaret,0.0,0.0,0.0,0.0
https://youtube.com/c/mccormicklauren,0.0,0.0,0.0,0.0
https://youtube.com/c/mcfarlandpaul,0.0,0.0,0.0,0.0
https://youtube.com/c/mejiakelly,0.0,0.0,0.0,0.0
https://youtube.com/c/melanie65,0.0,0.0,0.0,0.0
https://youtube.com/c/mgross,0.0,0.0,0.0,0.0
https://youtube.com/c/mharris,0.0,0.0,0.0,0.0
https://youtube.com/c/michael00,0.0,0.0,0.0,0.0
https://youtube.com/c/michael15,0.0,0.0,0.0,0.0
https://youtube.com/c/michaelanderson,0.0,0.0,0.0,0.0
https://youtube.com/c/michaelclark,0.0,0.0,0.0,0.0
https://youtube.com/c/michaelcruz,0.0,0.0,0.0,0.0
https://youtube.com/c/michaeldecker,0.0,0.0,0.0,0.0
https://youtube.com/c/michaelharris,0.0,0.0,0.0,0.0
https://youtube.com/c/michaelreynolds,0.0,0.0,0.0,0.0
https://youtube.com/c/michaelwright,0.0,0.0,0.0,0.0
https://youtube.com/c/michelle23,0.0,0.0,0.0,0.0
https://youtube.com/c/michelle87,0.0,0.0,0.0,0.0
https://youtube.com/c/michellebrown,0.0,0.0,0.0,0.0
https://youtube.com/c/michellejones,0.0,0.0,0.0,0.0
https://youtube.com/c/michellemata,0.0,0.0,0.0,0.0
https://youtube.com/c/michellemcdaniel,0.0,0.0,0.0,0.0
https://youtube.com/c/michellesmith,0.0,0.0,0.0,0.0
https://youtube.com/c/mitchellrebecca,0.0,0.0,0.0,0.0
https://youtube.com/c/montoyaandrew,0.0,0.0,0.0,0.0
https://youtube.com/c/moralesjanice,0.0,0.0,0.0,0.0
https://youtube.com/c/moranevan,0.0,0.0,0.0,0.0
https://youtube.com/c/morgan74,0.0,0.0,0.0,0.0
https://youtube.com/c/morrissamantha,0.0,0.0,0.0,0.0
https://youtube.com/c/mparker,0.0,0.0,0.0,0.0
https://youtube.com/c/nataliebrooks,0.0,0.0,0.0,0.0
https://youtube.com/c/nathan50,0.0,0.0,0.0,0.0
https://youtube.com/c/nicholas26,0.0,0.0,0.0,0.0
https://youtube.com/c/nicolehayes,0.0,0.0,0.0,0.0
https://youtube.com/c/norrisjennifer,0.0,0.0,0.0,0.0
https://youtube.com/c/nsmith,0.0,0.0,0.0,0.0
https://youtube.com/c/obuchanan,0.0,0.0,0.0,0.0
https://youtube.com/c/othompson,0.0,0.0,0.0,0.0
https://youtube.com/c/pauldrake,0.0,0.0,0.0,0.0
https://youtube.com/c/paynedavid,0.0,0.0,0.0,0.0
https://youtube.com/c/pcarter,0.0,0.0,0.0,0.0
https://youtube.com/c/pcortez,0.0,0.0,0.0,0.0
https://youtube.com/c/perezsheryl,0.0,0.0,0.0,0.0
https://youtube.com/c/perkinscrystal,0.0,0.0,0.0,0.0
https://youtube.com/c/perrytyler,0.0,0.0,0.0,0.0
https://youtube.com/c/peterwalker,0.0,0.0,0.0,0.0
https://youtube.com/c/philip85,0.0,0.0,0.0,0.0
https://youtube.com/c/phillip72,0.0,0.0,0.0,0.0
https://youtube.com/c/phillipsmichele,0.0,0.0,0.0,0.0
https://youtube.com/c/plambert,0.0,0.0,0.0,0.0
https://youtube.com/c/preyes,0.0,0.0,0.0,0.0
https://youtube.com/c/pwillis,0.0,0.0,0.0,0.0
https://youtube.com/c/qbennett,0.0,0.0,0.0,0.0
https://youtube.com/c/qhoward,0.0,0.0,0.0,0.0
https://youtube.com/c/qjohnson,0.0,0.0,0.0,0.0
https://youtube.com/c/qpayne,0.0,0.0,0.0,0.0
https://youtube.com/c/qwilliams,0.0,0.0,0.0,0.0
https://youtube.com/c/rachelkoch,0.0,0.0,0.0,0.0
https://youtube.com/c/rallison,0.0,0.0,0.0,0.0
https://youtube.com/c/raylouis,0.0,0.0,0.0,0.0
https://youtube.com/c/raymond87,0.0,0.0,0.0,0.0
https://youtube.com/c/reedsandra,0.0,0.0,0.0,0.0
https://youtube.com/c/rgarcia,0.0,0.0,0.0,0.0
https://youtube.com/c/richard39,0.0,0.0,0.0,0.0
https://youtube.com/c/richard68,0.0,0.0,0.0,0.0
https://youtube.com/c/richgeorge,0.0,0.0,0.0,0.0
https://youtube.com/c/riveravanessa,0.0,0.0,0.0,0.0
https://youtube.com/c/robert57,0.0,0.0,0.0,0.0
https://youtube.com/c/roberta69,0.0,0.0,0.0,0.0
https://youtube.com/c/robertjackson,0.0,0.0,0.0,0.0
https://youtube.com/c/robertsteele,0.0,0.0,0.0,0.0
https://youtube.com/c/rodriguezgrant,0.0,0.0,0.0,0.0
https://youtube.com/c/rodriguezrichard,0.0,0.0,0.0,0.0
https://youtube.com/c/rodriguezsandra,0.0,0.0,0.0,0.0
https://youtube.com/c/romerokimberly,0.0,0.0,0.0,0.0
https://youtube.com/c/rossdaniel,0.0,0.0,0.0,0.0
https://youtube.com/c/rubioanthony,0.0,0.0,0.0,0.0
https://youtube.com/c/rwilliams,0.0,0.0,0.0,0.0
https://youtube.com/c/sallywalker,0.0,0.0,0.0,0.0
https://youtube.com/c/samanthatran,0.0,0.0,0.0,0.0
https://youtube.com/c/sandra05,0.0,0.0,0.0,0.0
https://youtube.com/c/sandrayoung,0.0,0.0,0.0,0.0
https://youtube.com/c/sarah72,0.0,0.0,0.0,0.0
https://youtube.com/c/sarahcole,0.0,0.0,0.0,0.0
https://youtube.com/c/sarahsanchez,0.0,0.0,0.0,0.0
https://youtube.com/c/sawyerbrett,0.0,0.0,0.0,0.0
https://youtube.com/c/schmidtmichelle,0.0,0.0,0.0,0.0
https://youtube.com/c/schneiderbilly,0.0,0.0,0.0,0.0
https://youtube.com/c/scott25,0.0,0.0,0.0,0.0
https://youtube.com/c/scottlee,0.0,0.0,0.0,0.0
https://youtube.com/c/sean53,0.0,0.0,0.0,0.0
https://youtube.com/c/shahshirley,0.0,0.0,0.0,0.0
https://youtube.com/c/shannon19,0.0,0.0,0.0,0.0
https://youtube.com/c/shannon85,0.0,0.0,0.0,0.0
https://youtube.com/c/shannonwilson,0.0,0.0,0.0,0.0
https://youtube.com/c/shawmary,0.0,0.0,0.0,0.0
https://youtube.com/c/shawtroy,0.0,0.0,0.0,0.0
https://youtube.com/c/sheltonerika,0.0,0.0,0.0,0.0
https://youtube.com/c/shepherdsabrina,0.0,0.0,0.0,0.0
https://youtube.com/c/smeyers,0.0,0.0,0.0,0.0
https://youtube.com/c/snowjordan,0.0,0.0,0.0,0.0
https://youtube.com/c/srussell,0.0,0.0,0.0,0.0
https://youtube.com/c/stacyobrien,0.0,0.0,0.0,0.0
https://youtube.com/c/stephaniesalas,0.0,0.0,0.0,0.0
https://youtube.com/c/stevenlynch,0.0,0.0,0.0,0.0
https://youtube.com/c/stricklanddaniel,0.0,0.0,0.0,0.0
https://youtube.com/c/susananderson,0.0,0.0,0.0,0.0
https://youtube.com/c/tammy09,0.0,0.0,0.0,0.0
https://youtube.com/c/tanya53,0.0,0.0,0.0,0.0
https://youtube.com/c/tarahill,0.0,0.0,0.0,0.0
https://youtube.com/c/tarareed,0.0,0.0,0.0,0.0
https://youtube.com/c/taylorerik,0.0,0.0,0.0,0.0
https://youtube.com/c/teresascott,0.0,0.0,0.0,0.0
https://youtube.com/c/theresastewart,0.0,0.0,0.0,0.0
https://youtube.com/c/thomasjonathon,0.0,0.0,0.0,0.0
https://youtube.com/c/thomasramos,0.0,0.0,0.0,0.0
https://youtube.com/c/tiffany91,0.0,0.0,0.0,0.0
https://youtube.com/c/timothycisneros,0.0,0.0,0.0,0.0
https://youtube.com/c/tlindsey,0.0,0.0,0.0,0.0
https://youtube.com/c/tmiller,0.0,0.0,0.0,0.0
https://youtube.com/c/todd07,0.0,0.0,0.0,0.0
https://youtube.com/c/toddjones,0.0,0.0,0.0,0.0
https://youtube.com/c/tracystone,0.0,0.0,0.0,0.0
https://youtube.com/c/travisthompson,0.0,0.0,0.0,0.0
https://youtube.com/c/tsmith,0.0,0.0,0.0,0.0
https://youtube.com/c/turnerchristie,0.0,0.0,0.0,0.0
https://youtube.com/c/twillis,0.0,0.0,0.0,0.0
https://youtube.com/c/tylermiller,0.0,0.0,0.0,0.0
https://youtube.com/c/uallen,0.0,0.0,0.0,0.0
https://youtube.com/c/ucook,0.0,0.0,0.0,0.0
https://youtube.com/c/uerickson,0.0,0.0,0.0,0.0
https://youtube.com/c/ukirby,0.0,0.0,0.0,0.0
https://youtube.com/c/uwest,0.0,0.0,0.0,0.0
https://youtube.com/c/vadams,0.0,0.0,0.0,0.0
https://youtube.com/c/valdezjennifer,0.0,0.0,0.0,0.0
https://youtube.com/c/valenciabrian,0.0,0.0,0.0,0.0
https://youtube.com/c/veronica09,0.0,0.0,0.0,0.0
https://youtube.com/c/victoria19,0.0,0.0,0.0,0.0
https://youtube.com/c/victoria83,0.0,0.0,0.0,0.0
https://youtube.com/c/vincentthomas,0.0,0.0,0.0,0.0
https://youtube.com/c/vrice,0.0,0.0,0.0,0.0
https://youtube.com/c/wagnerlauren,0.0,0.0,0.0,0.0
https://youtube.com/c/warddarren,0.0,0.0,0.0,0.0
https://youtube.com/c/warnerbryan,0.0,0.0,0.0,0.0
https://youtube.com/c/wcarroll,0.0,0.0,0.0,0.0
https://youtube.com/c/weavertina,0.0,0.0,0.0,0.0
https://youtube.com/c/wellsmichael,0.0,0.0,0.0,0.0
https://youtube.com/c/wendy52,0.0,0.0,0.0,0.0
https://youtube.com/c/whughes,0.0,0.0,0.0,0.0
https://youtube.com/c/wilcoxstacey,0.0,0.0,0.0,0.0
https://youtube.com/c/williamsjeffery,0.0,0.0,0.0,0.0
https://youtube.com/c/williamwright,0.0,0.0,0.0,0.0
https://youtube.com/c/wmarshall,0.0,0.0,0.0,0.0
https://youtube.com/c/wolfduane,0.0,0.0,0.0,0.0
https://youtube.com/c/wyattallen,0.0,0.0,0.0,0.0
https://youtube.com/c/xgonzalez,0.0,0.0,0.0,0.0
https://youtube.com/c/xlopez,0.0,0.0,0.0,0.0
https://youtube.com/c/xmarsh,0.0,0.0,0.0,0.0
https://youtube.com/c/xochoa,0.0,0.0,0.0,0.0
https://youtube.com/c/yross,0.0,0.0,0.0,0.0
https://youtube.com/c/zimmermanjames,0.0,0.0,0.0,0.0
https://youtube.com/c/zlee,0.0,0.0,0.0,0.0
https://youtube.com/c/zmora,0.0,0.0,0.0,0.0
https://youtube.com/c/zpayne,0.0,0.0,0.0,0.0
https://youtube.com/c/zwilcox,0.0,0.0,0.0,0.0
hub,0.0,0.0,0.0,0.0
huberrachel@gmail.com,0.0,0.0,0.0,0.0
hudsonsamantha,0.0,0.0,0.0,0.0
huffkrystal@yahoo.com,0.0,0.0,0.0,0.0
huffmanchad,0.0,0.0,0.0,0.0
human,0.0,0.0,0.0,0.0
humble,0.0,0.0,0.0,0.0
humility,0.0,0.0,0.0,0.0
humor,0.0,0.0,0.0,0.0
humphreycynthia,0.0,0.0,0.0,0.0
humphreyphillip@yahoo.com,0.0,0.0,0.0,0.0
humphreysamantha@hotmail.com,0.0,0.0,0.0,0.0
hunger,0.0,0.0,0.0,0.0
huntbrian@gmail.com,0.0,0.0,0.0,0.0
huntdan@gmail.com,0.0,0.0,0.0,0.0
hunterrachel,0.0,0.0,0.0,0.0
hunting,0.0,0.0,0.0,0.0
huntjeffrey,0.0,0.0,0.0,0.0
hurleylouis@yahoo.com,0.0,0.0,0.0,0.0
hursttammy,0.0,0.0,0.0,0.0
hustle,0.0,0.0,0.0,0.0
hutchinsonanthony,0.0,0.0,0.0,0.0
hvalenzuela@gmail.com,0.0,0.0,0.0,0.0
hwilliams@hotmail.com,0.0,0.0,0.0,0.0
hwilliams@yahoo.com,0.0,0.0,0.0,0.0
hwilson@gmail.com,0.0,0.0,0.0,0.0
hwise,0.0,0.0,0.0,0.0
iadams,0.0,0.0,0.0,0.0
iallen@hotmail.com,0.0,0.0,0.0,0.0
ian34@gmail.com,0.0,0.0,0.0,0.0
ianjohnson@yahoo.com,0.0,0.0,0.0,0.0
ibaldwin@hotmail.com,0.0,0.0,0.0,0.0
ibarracindy,0.0,0.0,0.0,0.0
ibond@hotmail.com,0.0,0.0,0.0,0.0
ibrown@hotmail.com,0.0,0.0,0.0,0.0
icarter,0.0,0.0,0.0,0.0
ice,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0
idea,0.0,0.0,0.0,0.0
ideal,0.0,0.0,0.0,0.0
ideas,0.0,0.0,0.0,0.0
identifiable,0.0,0.0,0.0,0.0
identification,0.0,0.0,0.0,0.0
identified,0.0,0.0,0.0,0.0
identifier,0.0,0.0,0.0,0.0
identifiers,0.0,0.0,0.0,0.0
identifies,0.0,0.0,0.0,0.0
identify,0.0,0.0,0.0,0.0
identifying,0.0,0.0,0.0,0.0
identities,0.0,0.0,0.0,0.0
identity,0.0,0.0,0.0,0.0
idiaz@yahoo.com,0.0,0.0,0.0,0.0
idunn,0.0,0.0,0.0,0.0
if,0.0,0.0,0.0,0.0
iferrell@yahoo.com,0.0,0.0,0.0,0.0
iflores,0.0,0.0,0.0,0.0
ifoley@gmail.com,0.0,0.0,0.0,0.0
igarcia,0.0,0.0,0.0,0.0
igiles,0.0,0.0,0.0,0.0
ignored,0.0,0.0,0.0,0.0
iharris,0.0,0.0,0.0,0.0
ihays@yahoo.com,0.0,0.0,0.0,0.0
ihenderson@yahoo.com,0.0,0.0,0.0,0.0
iherrera@hotmail.com,0.0,0.0,0.0,0.0
ihood,0.0,0.0,0.0,0.0
ihouston,0.0,0.0,0.0,0.0
ihoward,0.0,0.0,0.0,0.0
illustrate,0.0,0.0,0.0,0.0
illustrative,0.0,0.0,0.0,0.0
image,0.0,0.0,0.0,0.0
images,0.0,0.0,0.0,0.0
imagination,0.0,0.0,0.0,0.0
imagine,0.0,0.0,0.0,0.0
imata@hotmail.com,0.0,0.0,0.0,0.0
imendoza,0.0,0.0,0.0,0.0
imerritt@yahoo.com,0.0,0.0,0.0,0.0
immediate,0.0,0.0,0.0,0.0
immense,0.0,0.0,0.0,0.0
immerse,0.0,0.0,0.0,0.0
immersed,0.0,0.0,0.0,0.0
immerses,0.0,0.0,0.0,0.0
immersing,0.0,0.0,0.0,0.0
immersion,0.0,0.0,0.0,0.0
immersive,0.0,0.0,0.0,0.0
imorrison,0.0,0.0,0.0,0.0
impact,0.0,0.0,0.0,0.0
impacted,0.0,0.0,0.0,0.0
impactful,0.0,0.0,0.0,0.0
impacts,0.0,0.0,0.0,0.0
imparting,0.0,0.0,0.0,0.0
imparts,0.0,0.0,0.0,0.0
imperative,0.0,0.0,0.0,0.0
impersonal,0.0,0.0,0.0,0.0
impersonality,0.0,0.0,0.0,0.0
impersonate,0.0,0.0,0.0,0.0
impersonated,0.0,0.0,0.0,0.0
implement,0.0,0.0,0.0,0.0
implications,0.0,0.0,0.0,0.0
importance,0.0,0.0,0.0,0.0
important,0.0,0.0,0.0,0.0
impress,0.0,0.0,0.0,0.0
impressed,0.0,0.0,0.0,0.0
impression,0.0,0.0,0.0,0.0
impressions,0.0,0.0,0.0,0.0
impressive,0.0,0.0,0.0,0.0
improve,0.0,0.0,0.0,0.0
improved,0.0,0.0,0.0,0.0
improvement,0.0,0.0,0.0,0.0
improving,0.0,0.0,0.0,0.0
in,0.0,0.0,0.0,0.0
inbox,0.0,0.0,0.0,0.0
inclination,0.0,0.0,0.0,0.0
inclined,0.0,0.0,0.0,0.0
include,0.0,0.0,0.0,0.0
included,0.0,0.0,0.0,0.0
includes,0.0,0.0,0.0,0.0
including,0.0,0.0,0.0,0.0
inclusion,0.0,0.0,0.0,0.0
inclusive,0.0,0.0,0.0,0.0
inclusivity,0.0,0.0,0.0,0.0
incorporate,0.0,0.0,0.0,0.0
incorporates,0.0,0.0,0.0,0.0
incorporating,0.0,0.0,0.0,0.0
increase,0.0,0.0,0.0,0.0
increased,0.0,0.0,0.0,0.0
increasing,0.0,0.0,0.0,0.0
increasingly,0.0,0.0,0.0,0.0
incredible,0.0,0.0,0.0,0.0
indeed,0.0,0.0,0.0,0.0
indelible,0.0,0.0,0.0,0.0
independent,0.0,0.0,0.0,0.0
indicate,0.0,0.0,0.0,0.0
indicated,0.0,0.0,0.0,0.0
indicates,0.0,0.0,0.0,0.0
indicating,0.0,0.0,0.0,0.0
indicative,0.0,0.0,0.0,0.0
indiscriminately,0.0,0.0,0.0,0.0
indispensable,0.0,0.0,0.0,0.0
individual,0.0,0.0,0.0,0.0
individualities,0.0,0.0,0.0,0.0
individuality,0.0,0.0,0.0,0.0
individualized,0.0,0.0,0.0,0.0
individuals,0.0,0.0,0.0,0.0
industries,0.0,0.0,0.0,0.0
industry,0.0,0.0,0.0,0.0
inelson@hotmail.com,0.0,0.0,0.0,0.0
infectious,0.0,0.0,0.0,0.0
infer,0.0,0.0,0.0,0.0
influence,0.0,0.0,0.0,0.0
influenced,0.0,0.0,0.0,0.0
influencers,0.0,0.0,0.0,0.0
influences,0.0,0.0,0.0,0.0
influencing,0.0,0.0,0.0,0.0
influential,0.0,0.0,0.0,0.0
informal,0.0,0.0,0.0,0.0
information,0.0,0.0,0.0,0.0
informative,0.0,0.0,0.0,0.0
informed,0.0,0.0,0.0,0.0
infrastructure,0.0,0.0,0.0,0.0
ingramherbert@hotmail.com,0.0,0.0,0.0,0.0
inhabit,0.0,0.0,0.0,0.0
inhabits,0.0,0.0,0.0,0.0
inhibitions,0.0,0.0,0.0,0.0
inicholson@yahoo.com,0.0,0.0,0.0,0.0
initially,0.0,0.0,0.0,0.0
initials,0.0,0.0,0.0,0.0
initiative,0.0,0.0,0.0,0.0
initiatives,0.0,0.0,0.0,0.0
innovation,0.0,0.0,0.0,0.0
innovations,0.0,0.0,0.0,0.0
innovative,0.0,0.0,0.0,0.0
innovators,0.0,0.0,0.0,0.0
input,0.0,0.0,0.0,0.0
inquire,0.0,0.0,0.0,0.0
inquiries,0.0,0.0,0.0,0.0
inquisitive,0.0,0.0,0.0,0.0
insatiable,0.0,0.0,0.0,0.0
inseparable,0.0,0.0,0.0,0.0
inside,0.0,0.0,0.0,0.0
insight,0.0,0.0,0.0,0.0
insightful,0.0,0.0,0.0,0.0
insights,0.0,0.0,0.0,0.0
insignificant,0.0,0.0,0.0,0.0
inspiration,0.0,0.0,0.0,0.0
inspirations,0.0,0.0,0.0,0.0
inspire,0.0,0.0,0.0,0.0
inspired,0.0,0.0,0.0,0.0
inspires,0.0,0.0,0.0,0.0
inspiring,0.0,0.0,0.0,0.0
instance,0.0,0.0,0.0,0.0
instant,0.0,0.0,0.0,0.0
instantaneous,0.0,0.0,0.0,0.0
instantly,0.0,0.0,0.0,0.0
instilled,0.0,0.0,0.0,0.0
instilling,0.0,0.0,0.0,0.0
instills,0.0,0.0,0.0,0.0
institution,0.0,0.0,0.0,0.0
institutions,0.0,0.0,0.0,0.0
instruction,0.0,0.0,0.0,0.0
instructional,0.0,0.0,0.0,0.0
instructor,0.0,0.0,0.0,0.0
instructors,0.0,0.0,0.0,0.0
instrumental,0.0,0.0,0.0,0.0
instruments,0.0,0.0,0.0,0.0
intact,0.0,0.0,0.0,0.0
intangible,0.0,0.0,0.0,0.0
integral,0.0,0.0,0.0,0.0
integrate,0.0,0.0,0.0,0.0
integrated,0.0,0.0,0.0,0.0
integrates,0.0,0.0,0.0,0.0
integrating,0.0,0.0,0.0,0.0
integration,0.0,0.0,0.0,0.0
integrity,0.0,0.0,0.0,0.0
intellect,0.0,0.0,0.0,0.0
intellectual,0.0,0.0,0.0,0.0
intelligence,0.0,0.0,0.0,0.0
intended,0.0,0.0,0.0,0.0
interact,0.0,0.0,0.0,0.0
interacted,0.0,0.0,0.0,0.0
interacting,0.0,0.0,0.0,0.0
interaction,0.0,0.0,0.0,0.0
interactions,0.0,0.0,0.0,0.0
interactive,0.0,0.0,0.0,0.0
interacts,0.0,0.0,0.0,0.0
interconnected,0.0,0.0,0.0,0.0
interconnectedness,0.0,0.0,0.0,0.0
interest,0.0,0.0,0.0,0.0
interested,0.0,0.0,0.0,0.0
interesting,0.0,0.0,0.0,0.0
interests,0.0,0.0,0.0,0.0
internal,0.0,0.0,0.0,0.0
international,0.0,0.0,0.0,0.0
internationally,0.0,0.0,0.0,0.0
internet,0.0,0.0,0.0,0.0
internship,0.0,0.0,0.0,0.0
internships,0.0,0.0,0.0,0.0
interpersonal,0.0,0.0,0.0,0.0
interruptions,0.0,0.0,0.0,0.0
intersect,0.0,0.0,0.0,0.0
intersection,0.0,0.0,0.0,0.0
intersects,0.0,0.0,0.0,0.0
intertwine,0.0,0.0,0.0,0.0
intertwined,0.0,0.0,0.0,0.0
interview,0.0,0.0,0.0,0.0
interviews,0.0,0.0,0.0,0.0
into,0.0,0.0,0.0,0.0
intricacies,0.0,0.0,0.0,0.0
intricate,0.0,0.0,0.0,0.0
intricately,0.0,0.0,0.0,0.0
intrigue,0.0,0.0,0.0,0.0
intrigued,0.0,0.0,0.0,0.0
intriguing,0.0,0.0,0.0,0.0
introduce,0.0,0.0,0.0,0.0
introduces,0.0,0.0,0.0,0.0
introducing,0.0,0.0,0.0,0.0
introduction,0.0,0.0,0.0,0.0
invaluable,0.0,0.0,0.0,0.0
invasion,0.0,0.0,0.0,0.0
invested,0.0,0.0,0.0,0.0
invitations,0.0,0.0,0.0,0.0
invite,0.0,0.0,0.0,0.0
invites,0.0,0.0,0.0,0.0
inviting,0.0,0.0,0.0,0.0
involved,0.0,0.0,0.0,0.0
involvement,0.0,0.0,0.0,0.0
involvements,0.0,0.0,0.0,0.0
involves,0.0,0.0,0.0,0.0
iortega@gmail.com,0.0,0.0,0.0,0.0
ipierce,0.0,0.0,0.0,0.0
ireeves,0.0,0.0,0.0,0.0
irobinson,0.0,0.0,0.0,0.0
irodriguez@yahoo.com,0.0,0.0,0.0,0.0
irwinadam@hotmail.com,0.0,0.0,0.0,0.0
irwinwyatt,0.0,0.0,0.0,0.0
is,0.0,0.0,0.0,0.0
isaac21,0.0,0.0,0.0,0.0
isaac49,0.0,0.0,0.0,0.0
isaiahstone,0.0,0.0,0.0,0.0
ischmidt@yahoo.com,0.0,0.0,0.0,0.0
isolation,0.0,0.0,0.0,0.0
issue,0.0,0.0,0.0,0.0
issues,0.0,0.0,0.0,0.0
istewart,0.0,0.0,0.0,0.0
it,0.0,0.0,0.0,0.0
itate@yahoo.com,0.0,0.0,0.0,0.0
items,0.0,0.0,0.0,0.0
ithompson,0.0,0.0,0.0,0.0
ithompson@gmail.com,0.0,0.0,0.0,0.0
its,0.0,0.0,0.0,0.0
ivelasquez,0.0,0.0,0.0,0.0
iwatson@gmail.com,0.0,0.0,0.0,0.0
iwilliams@yahoo.com,0.0,0.0,0.0,0.0
iwilliamson@hotmail.com,0.0,0.0,0.0,0.0
iwood,0.0,0.0,0.0,0.0
iyork@gmail.com,0.0,0.0,0.0,0.0
jackarnold,0.0,0.0,0.0,0.0
jackhiggins@gmail.com,0.0,0.0,0.0,0.0
jackie77,0.0,0.0,0.0,0.0
jackie86@hotmail.com,0.0,0.0,0.0,0.0
jacksonbenjamin,0.0,0.0,0.0,0.0
jacksonbrandi@yahoo.com,0.0,0.0,0.0,0.0
jacksondonald,0.0,0.0,0.0,0.0
jacksonholly,0.0,0.0,0.0,0.0
jacksonjodi@yahoo.com,0.0,0.0,0.0,0.0
jacksonjohn,0.0,0.0,0.0,0.0
jacksonmatthew@gmail.com,0.0,0.0,0.0,0.0
jacksonrodney@yahoo.com,0.0,0.0,0.0,0.0
jacksonshannon@yahoo.com,0.0,0.0,0.0,0.0
jaclyn44@yahoo.com,0.0,0.0,0.0,0.0
jacob02,0.0,0.0,0.0,0.0
jacob04@gmail.com,0.0,0.0,0.0,0.0
jacob39@yahoo.com,0.0,0.0,0.0,0.0
